"id","product_name","brand","model","product_type","quantity","created_at","updated_at","code","description","image_url"
"114","5.0C-H6M-D1-IR","AVIGILON","5.0C-H6M-D1-IR","Camera","0","2024-10-01 15:16:21","2024-10-01 15:33:46","0","5.0 MP, H6 Mini Dome Camera, WDR, LightCatcher, Day/Night, 2.9mm f/2.0, IR","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_5_0C-H6M-D1-IR_Mini_Dome_Camera_5_0MP__2_h6m-d1156592864_plid_270980.png"
"115","5.0C-H6M-D2-IR","AVIGILON","5.0C-H6M-D2-IR","Camera","0","2024-10-01 15:16:21","2024-10-01 15:33:46","0","5.0 MP, H6 Mini Dome Camera, WDR, LightCatcher, Day/Night, 2.4mm f/2.1, IR","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_5_0C-H6M-D1-IR_Mini_Dome_Camera_5_0MP__2_h6m-d1156592864_plid_270980.png"
"116","6.0C-H6A-D1-IR","AVIGILON","6.0C-H6A-D1-IR","Camera","0","2024-10-01 15:37:55","0","0","6MP H6A Indoor IR Dome Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/4/WEB_Image_6_0C-H6A-D1-IR_6MP_H6A_Indoor_IR_Dome_4__h6a_dome265620336_plid_279554.png"
"117","6.0C-H6A-DO1-IR","AVIGILON","6.0C-H6A-DO1-IR","Camera","0","2024-10-01 15:37:55","0","0","6MP H6A Outdoor IR Dome Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/4/WEB_Image_6_0C-H6A-D1-IR_6MP_H6A_Indoor_IR_Dome_4__h6a_dome265620336_plid_279554.png"
"118","8.0C-H6A-D1-IR","AVIGILON","8.0C-H6A-D1-IR","Camera","0","2024-10-01 15:37:55","2024-10-01 15:39:16","0","8MP H6A Indoor IR Dome Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/4/WEB_Image_6_0C-H6A-D1-IR_6MP_H6A_Indoor_IR_Dome_4__h6a_dome265620336_plid_279554.png"
"119","8.0C-H6A-DO1-IR","AVIGILON","8.0C-H6A-DO1-IR","Camera","0","2024-10-01 15:37:55","2024-10-01 15:39:16","0","8MP H6A Outdoor IR Dome Camera with 4.4-9.3mm Lens","https://www.hattelandtechnology.se/Media/Cache/Images/2/4/WEB_Image_6_0C-H6A-D1-IR_6MP_H6A_Indoor_IR_Dome_4__h6a_dome265620336_plid_279554.png"
"120","10.0C-H5DH-DO1-IR","AVIGILON","10.0C-H5DH-DO1-IR","Camera","0","2024-10-02 09:14:47","0","0","2x 5MP H5A Dual Head Camera. Outdoor camera with built-in IR","https://www.hattelandtechnology.se/Media/Cache/Images/2/8/WEB_Image_10_0C-H5DH-DO1-IR_Dual_Head_Camera_2x_5M_h5_dual_straight_side-111277565_plid_267278.png"
"121","12.0W-H5A-FE-DC1","AVIGILON","12.0W-H5A-FE-DC1","Camera","0","2024-10-02 09:14:47","0","0","12.0 MP, Fisheye In-ceiling Camera, Day/Night, WDR, 1.6mm f/2.0, Next-Generation Analytics","https://www.hattelandtechnology.se/Media/Cache/Images/2/0/WEB_Image_12_0W-H5A-FE-DC1_12MP_H5A_Fisheye_3008x3_h5a_fisheye_in-ceiling-1626297019_plid_263600.png"
"122","12.0W-H5A-FE-DO1","AVIGILON","12.0W-H5A-FE-DO1","Camera","0","2024-10-02 09:18:20","0","0","12.0 MP, Fisheye Dome Camera, Day/Night, WDR, 1.6mm f/2.0, Next-Generation Analytics","https://www.hattelandtechnology.se/Media/Cache/Images/2/7/WEB_Image_12_0W-H5A-FE-DO1_12MP_H5A_Fisheye_3008x3_h5a_fisheye_surface511377071_plid_263597.png"
"123","12.0W-H5A-FE-DO1-IR","AVIGILON","12.0W-H5A-FE-DO1-IR","Camera","0","2024-10-02 09:18:20","0","0","12.0 MP, Fisheye Dome Camera, Day/Night, WDR, 1.6mm f/2.0, Next-Generation Analytics, Integrated IR","https://www.hattelandtechnology.se/Media/Cache/Images/2/8/WEB_Image_12_0W-H5A-FE-DO1-IR_12MP_H5A_Fisheye_300_h5a_fisheye_surface-1845640124_plid_263598.png"
"124","12C-H5A-4MH","AVIGILON","12C-H5A-4MH","Camera","0","2024-10-02 09:37:20","0","0","4X3MP, WDR, 360 degree max field of view, Lightcatcher, 3.3-5.7MM, Camera Only","https://www.digital-key-world.com/media/74/b6/bb/1678190988/236939.jpg"
"125","15C-H5A-3MH","AVIGILON","15C-H5A-3MH","Camera","0","2024-10-02 09:37:20","0","0","3X5MP, WDR, 270 degree max field of view, Lightcatcher, 3.3-5.7MM, Camera Only","https://www.digital-key-world.com/media/b1/38/93/1678190990/236940.jpg"
"126","20C-H5A-4MH","AVIGILON","20C-H5A-4MH","Camera","0","2024-10-02 09:37:20","0","0","4X5MP, WDR, 360 degree max field of view, Lightcatcher, 3.3-5.7MM, Camera Only","https://www.digital-key-world.com/media/96/92/09/1678190993/237134.jpg"
"127","24C-H5A-3MH","AVIGILON","24C-H5A-3MH","Camera","0","2024-10-02 09:37:20","0","0","3X8MP, WDR, 270 degree max field of view, Lightcatcher, 3.3-5.7MM","https://media.mayflex.com/images/SAVI002/H5A270X_800px.jpg"
"128","3.0C-H4V1-RO1-IR","AVIGILON","3.0C-HAV1-RO1-IR","Camera","0","2024-10-02 09:37:20","0","0","3X8MP, WDR, 270 degree max field of view, Lightcatcher, 3.3-5.7MM, Camera Only","https://cdn.adiglobal.fr/pim/500X500/10006/1064661279_lg.jpg"
"129","32C-H5A-4MH","AVIGILON","32C-H5A-4MH","Camera","0","2024-10-02 09:37:20","0","0","4X8MP, WDR, 360 degree max field of view, Lightcatcher, 3.3-5.7MM, Camera Only","https://www.digital-key-world.com/media/17/14/76/1678190997/237136.jpg"
"130","6.0C-H5DH-DO1-IR","AVIGILON","6.0C-H5DH-DO1-IR","Camera","0","2024-10-02 09:37:20","0","0","2x 3MP H5A Dual Head Camera. Outdoor camera with built-in IR","https://www.digital-key-world.com/media/e1/e8/43/1630490620/233025.jpg"
"131","8.0C-H5A-FE-DC1","AVIGILON","8.0C-H5A-FE-DC1","Camera","0","2024-10-02 09:51:35","0","0","8.0 MP, H5A Fisheye In-ceiling Camera, LightCatcher, Day/Night, WDR, 1.41mm f/2.0, Next-Generation Analytics","https://www.hattelandtechnology.se/Media/Cache/Images/2/9/WEB_Image_8_0C-H5A-FE-DC1_8MP_H5A_Fisheye_2048x204_h5a_fisheye_in-ceiling1171226636_plid_263599.png"
"132","8.0C-H5A-FE-DO1","AVIGILON","8.0C-H5A-FE-DO1","Camera","0","2024-10-02 09:51:35","0","0","8.0 MP, H5A Fisheye Dome Camera, LightCatcher, Day/Night, WDR, 1.41mm f/2.0, Next-Generation Analytics","https://www.hattelandtechnology.se/Media/Cache/Images/2/5/WEB_Image_8_0C-H5A-FE-DO1_8MP_H5A_Fisheye_2048x204_h5a_fisheye_surface-908794137_plid_263595.png"
